date,close,volume
2009-03-24,2451.780,111994000.000
2009-03-25,2401.330,95816700.000
2009-03-26,2479.790,113249000.000
2009-03-27,2498.930,135369000.000
2009-03-30,2484.490,94151700.000
2009-03-31,2507.790,95461800.000
2009-04-01,2548.220,126308000.000
2009-04-02,2576.400,135147000.000
2009-04-03,2570.500,123655000.000
2009-04-07,2576.950,86083300.000
2009-04-08,2479.350,99328100.000
2009-04-09,2517.670,74593700.000
2009-04-10,2595.530,104144000.000
2009-04-13,2656.520,139015000.000
2009-04-14,2676.870,110491000.000
2009-04-15,2686.990,120665000.000
2009-04-16,2687.110,123730000.000
2009-04-17,2650.690,101529000.000
2009-04-20,2707.670,95903700.000
2009-04-21,2675.440,108185000.000
2009-04-22,2576.280,124046000.000
2009-04-23,2593.560,80887900.000
2009-04-24,2572.890,73361000.000
2009-04-27,2513.290,72039400.000
2009-04-28,2518.530,59265000.000
2009-04-29,2605.370,81885000.000
2009-04-30,2622.930,85809300.000
